Last_Update,Country_Region,Province_State,Copy_of_Confirmed,Copy_of_Deaths,Copy_of_Recovered
2020-02-06,Mainland China,Hebei,157,1,13
2020-02-06,Mainland China,Heilongjiang,227,3,8
2020-02-06,Mainland China,Henan,851,2,56
2020-02-06,Mainland China,Hubei,22112,618,817
2020-02-06,Mainland China,Hunan,711,0,81
2020-02-06,Mainland China,Inner Mongolia,46,0,4
2020-02-06,Mainland China,Jiangsu,373,0,34
2020-02-06,Mainland China,Jiangxi,600,0,37
2020-02-06,Mainland China,Jilin,59,0,4
2020-02-06,Mainland China,Liaoning,94,0,5
2020-02-06,Mainland China,Ningxia,40,0,1
2020-02-06,Mainland China,Qinghai,90,0,15
2020-02-06,Mainland China,Shaanxi,173,0,9
2020-02-06,Mainland China,Shandong,347,0,27
2020-02-06,Mainland China,Shanghai,257,1,25
2020-02-06,Mainland China,Shanxi,96,0,12
2020-02-06,Mainland China,Sichuan,321,1,31
2020-02-06,Mainland China,Tianjin,79,1,2
2020-02-06,Mainland China,Xinjiang,36,0,0
2020-02-06,Mainland China,Yunnan,133,0,7
2020-02-06,Mainland China,Zhejiang,954,0,94
2020-02-06,Taiwan,Taiwan,32,0,2
2020-02-07,Australia,Queensland,10,0,0
2020-02-07,Canada,British Columbia,28,0,0
2020-02-07,Hong Kong,Hong Kong,25,1,0
2020-02-07,Mainland China,Anhui,665,0,47
2020-02-07,Mainland China,Beijing,297,1,33
2020-02-07,Mainland China,Chongqing,426,2,31
2020-02-07,Mainland China,Fujian,224,0,20
2020-02-07,Mainland China,Gansu,67,0,9
2020-02-07,Mainland China,Guangdong,1034,1,88
2020-02-07,Mainland China,Guangxi,172,0,17
2020-02-07,Mainland China,Guizhou,81,1,6
2020-02-07,Mainland China,Hainan,117,2,10
2020-02-07,Mainland China,Hebei,172,1,22
2020-02-07,Mainland China,Heilongjiang,277,3,12
2020-02-07,Mainland China,Henan,914,3,86
2020-02-07,Mainland China,Hubei,24953,699,1115
2020-02-07,Mainland China,Hunan,772,0,112
2020-02-07,Mainland China,Inner Mongolia,50,0,5
2020-02-07,Mainland China,Jiangsu,408,0,43
2020-02-07,Mainland China,Jiangxi,661,0,45
2020-02-07,Mainland China,Jilin,65,1,4
2020-02-07,Mainland China,Liaoning,99,0,7
2020-02-07,Mainland China,Ningxia,43,0,5
2020-02-07,Mainland China,Shaanxi,184,0,17
2020-02-07,Mainland China,Shandong,386,0,37
2020-02-07,Mainland China,Shanghai,277,1,30
2020-02-07,Mainland China,Shanxi,104,0,15
2020-02-07,Mainland China,Sichuan,344,1,42
2020-02-07,Mainland China,Tianjin,81,1,2
2020-02-07,Mainland China,Xinjiang,39,0,0
2020-02-07,Mainland China,Yunnan,138,0,12
2020-02-07,Mainland China,Zhejiang,1006,0,123
2020-02-07,Others,Cruise Ship,122,0,0
2020-02-08,Hong Kong,Hong Kong,26,1,0
2020-02-08,Mainland China,Anhui,733,0,59
2020-02-08,Mainland China,Beijing,315,2,34
2020-02-08,Mainland China,Chongqing,428,2,39
2020-02-08,Mainland China,Fujian,239,0,24
2020-02-08,Mainland China,Gansu,79,1,12
2020-02-08,Mainland China,Guangdong,1095,1,112
2020-02-08,Mainland China,Guangxi,183,0,17
2020-02-08,Mainland China,Guizhou,89,1,7
2020-02-08,Mainland China,Hainan,124,2,14
2020-02-08,Mainland China,Hebei,195,1,30
2020-02-08,Mainland China,Heilongjiang,295,5,13
2020-02-08,Mainland China,Henan,981,4,116
2020-02-08,Mainland China,Hubei,27100,780,1439
2020-02-08,Mainland China,Hunan,803,1,156
2020-02-08,Mainland China,Inner Mongolia,52,0,5
2020-02-08,Mainland China,Jiangsu,439,0,51
2020-02-08,Mainland China,Jiangxi,698,0,55
2020-02-08,Mainland China,Jilin,69,1,4
2020-02-08,Mainland China,Liaoning,105,0,8
2020-02-08,Mainland China,Ningxia,45,0,15
2020-02-08,Mainland China,Shaanxi,195,0,20
2020-02-08,Mainland China,Shandong,416,0,44
2020-02-08,Mainland China,Shanghai,286,1,41
2020-02-08,Mainland China,Shanxi,115,0,21
2020-02-08,Mainland China,Sichuan,364,1,60
2020-02-08,Mainland China,Tianjin,88,1,4
2020-02-08,Mainland China,Xinjiang,42,0,0
2020-02-08,Mainland China,Yunnan,138,0,17
2020-02-08,Mainland China,Zhejiang,1048,0,175
2020-02-08,Taiwan,Taiwan,17,0,1
2020-02-09,Australia,Queensland,35,0,0
2020-02-09,Hong Kong,Hong Kong,29,1,0
2020-02-09,Mainland China,Anhui,779,1,72
2020-02-09,Mainland China,Beijing,326,2,37
2020-02-09,Mainland China,Chongqing,468,2,51
2020-02-09,Mainland China,Fujian,250,0,35
2020-02-09,Mainland China,Gansu,83,2,16
2020-02-09,Mainland China,Guangdong,1131,1,141
2020-02-09,Mainland China,Guangxi,195,1,18
2020-02-09,Mainland China,Guizhou,99,1,7
2020-02-09,Mainland China,Hainan,131,3,19
2020-02-09,Mainland China,Hebei,206,2,34
2020-02-09,Mainland China,Heilongjiang,307,6,14
2020-02-09,Mainland China,Henan,1033,6,153
2020-02-09,Mainland China,Hubei,29631,871,1795
2020-02-09,Mainland China,Hunan,838,1,186
2020-02-09,Mainland China,Inner Mongolia,54,0,5
2020-02-09,Mainland China,Jiangsu,468,0,71
2020-02-09,Mainland China,Jiangxi,740,0,73
2020-02-09,Mainland China,Jilin,78,1,12
2020-02-09,Mainland China,Liaoning,107,0,12
2020-02-09,Mainland China,Ningxia,45,0,13
2020-02-09,Mainland China,Shaanxi,208,0,25
2020-02-09,Mainland China,Shandong,444,1,63
2020-02-09,Mainland China,Shanghai,293,1,44
2020-02-09,Mainland China,Shanxi,238,0,50
2020-02-09,Mainland China,Sichuan,386,1,71
2020-02-09,Mainland China,Tianjin,91,1,4
2020-02-09,Mainland China,Xinjiang,45,0,0
2020-02-09,Mainland China,Yunnan,141,0,18
2020-02-09,Mainland China,Zhejiang,1075,0,201
2020-02-09,Others,Diamond Princess cruise ship,64,0,0
2020-02-09,Taiwan,Taiwan,90,0,5
2020-02-10,Hong Kong,Hong Kong,38,1,0
2020-02-10,Mainland China,Anhui,830,3,88
2020-02-10,Mainland China,Beijing,337,2,44
2020-02-10,Mainland China,Chongqing,486,2,66
2020-02-10,Mainland China,Fujian,261,0,39
2020-02-10,Mainland China,Gansu,83,2,17
2020-02-10,Mainland China,Guangdong,1159,1,167
2020-02-10,Mainland China,Guangxi,210,1,24
2020-02-10,Mainland China,Guizhou,109,1,10
2020-02-10,Mainland China,Hainan,138,3,19
2020-02-10,Mainland China,Hebei,218,2,41
2020-02-10,Mainland China,Heilongjiang,331,7,30
2020-02-10,Mainland China,Henan,1073,6,191
2020-02-10,Mainland China,Hubei,31728,974,2222
2020-02-10,Mainland China,Hunan,879,1,208
2020-02-10,Mainland China,Inner Mongolia,116,0,10
2020-02-10,Mainland China,Jiangsu,492,0,81
2020-02-10,Mainland China,Jiangxi,771,1,105
2020-02-10,Mainland China,Jilin,80,1,13
2020-02-10,Mainland China,Liaoning,108,0,13
2020-02-10,Mainland China,Ningxia,49,0,13
2020-02-10,Mainland China,Shaanxi,213,0,30
2020-02-10,Mainland China,Shandong,466,1,66
2020-02-10,Mainland China,Shanghai,299,1,48
2020-02-10,Mainland China,Sichuan,405,1,80
2020-02-10,Mainland China,Tianjin,95,1,8
2020-02-10,Mainland China,Xinjiang,49,0,0
2020-02-10,Mainland China,Yunnan,149,0,19
2020-02-10,Mainland China,Zhejiang,1092,0,242
2020-02-10,Others,Diamond Princess cruise ship,270,0,0
2020-02-11,Hong Kong,Hong Kong,49,1,0
2020-02-11,Mainland China,Anhui,860,4,105
2020-02-11,Mainland China,Beijing,342,3,48
2020-02-11,Mainland China,Chongqing,505,3,79
2020-02-11,Mainland China,Fujian,267,0,45
2020-02-11,Mainland China,Gansu,86,2,24
2020-02-11,Mainland China,Guangdong,1177,1,212
2020-02-11,Mainland China,Guangxi,215,1,33
2020-02-11,Mainland China,Guizhou,127,1,17
2020-02-11,Mainland China,Hainan,144,3,20
2020-02-11,Mainland China,Hebei,239,2,48
2020-02-11,Mainland China,Heilongjiang,360,8,28
2020-02-11,Mainland China,Henan,1105,7,218
2020-02-11,Mainland China,Hubei,33366,1068,2639
2020-02-11,Mainland China,Hunan,912,1,247
2020-02-11,Mainland China,Jiangsu,515,0,93
2020-02-11,Mainland China,Jiangxi,804,1,128
2020-02-11,Mainland China,Jilin,81,1,18
2020-02-11,Mainland China,Liaoning,111,0,19
2020-02-11,Mainland China,Ningxia,53,0,22
2020-02-11,Mainland China,Qinghai,18,0,5
2020-02-11,Mainland China,Shaanxi,219,0,32
2020-02-11,Mainland China,Shandong,487,1,80
2020-02-11,Mainland China,Shanghai,303,1,52
2020-02-11,Mainland China,Shanxi,124,0,30
2020-02-11,Mainland China,Sichuan,417,1,85
2020-02-11,Mainland China,Tianjin,106,2,10
2020-02-11,Mainland China,Xinjiang,55,0,3
2020-02-11,Mainland China,Yunnan,153,0,20
2020-02-11,Mainland China,Zhejiang,1117,0,270
2020-02-12,Hong Kong,Hong Kong,50,1,1
2020-02-12,Macau,Macau,10,0,2
2020-02-12,Mainland China,Anhui,889,4,127
2020-02-12,Mainland China,Beijing,352,3,56
2020-02-12,Mainland China,Chongqing,518,3,102
2020-02-12,Mainland China,Fujian,272,0,53
2020-02-12,Mainland China,Gansu,87,2,31
2020-02-12,Mainland China,Guangdong,1219,1,275
2020-02-12,Mainland China,Guangxi,222,1,32
2020-02-12,Mainland China,Guizhou,133,1,18
2020-02-12,Mainland China,Hainan,157,4,27
2020-02-12,Mainland China,Hebei,251,2,54
2020-02-12,Mainland China,Heilongjiang,378,8,31
2020-02-12,Mainland China,Henan,1135,8,246
2020-02-12,Mainland China,Hubei,33366,1068,2686
2020-02-12,Mainland China,Hunan,946,2,304
2020-02-12,Mainland China,Inner Mongolia,60,0,6
2020-02-12,Mainland China,Jiangsu,543,0,125
2020-02-12,Mainland China,Jiangxi,844,1,152
2020-02-12,Mainland China,Jilin,83,1,22
2020-02-12,Mainland China,Liaoning,116,1,20
2020-02-12,Mainland China,Ningxia,58,0,24
2020-02-12,Mainland China,Qinghai,18,0,9
2020-02-12,Mainland China,Shaanxi,225,0,43
2020-02-12,Mainland China,Shandong,497,2,92
2020-02-12,Mainland China,Shanghai,311,1,57
2020-02-12,Mainland China,Shanxi,126,0,33
2020-02-12,Mainland China,Sichuan,436,1,92
2020-02-12,Mainland China,Tianjin,112,2,11
2020-02-12,Mainland China,Tibet,14,0,14
2020-02-12,Mainland China,Xinjiang,59,0,3
2020-02-12,Mainland China,Yunnan,154,0,26
2020-02-12,Mainland China,Zhejiang,1131,0,321
2020-02-12,Others,Diamond Princess cruise ship,350,0,0
2020-02-13,Australia,New South Wales,12,0,12
2020-02-13,Australia,Victoria,12,0,12
2020-02-13,Hong Kong,Hong Kong,53,1,1
2020-02-13,Macau,Macau,10,0,3
2020-02-13,Mainland China,Anhui,910,5,157
2020-02-13,Mainland China,Beijing,366,3,69
2020-02-13,Mainland China,Chongqing,529,4,128
2020-02-13,Mainland China,Fujian,279,0,57
2020-02-13,Mainland China,Gansu,90,2,39
2020-02-13,Mainland China,Guangdong,1241,2,314
2020-02-13,Mainland China,Guangxi,222,2,33
2020-02-13,Mainland China,Guizhou,135,1,27
2020-02-13,Mainland China,Hainan,157,4,30
2020-02-13,Mainland China,Hebei,265,3,68
2020-02-13,Mainland China,Heilongjiang,395,9,33
2020-02-13,Mainland China,Henan,1169,10,296
2020-02-13,Mainland China,Hubei,48206,1310,3459
2020-02-13,Mainland China,Hunan,968,2,339
2020-02-13,Mainland China,Inner Mongolia,61,0,6
2020-02-13,Mainland China,Jiangsu,570,0,139
2020-02-13,Mainland China,Jiangxi,872,1,170
2020-02-13,Mainland China,Jilin,84,1,24
2020-02-13,Mainland China,Liaoning,117,1,22
2020-02-13,Mainland China,Ningxia,64,0,24
2020-02-13,Mainland China,Qinghai,18,0,11
2020-02-13,Mainland China,Shaanxi,229,0,46
2020-02-13,Mainland China,Shandong,509,2,105
2020-02-13,Mainland China,Shanghai,315,1,62
2020-02-13,Mainland China,Shanxi,126,0,36
2020-02-13,Mainland China,Sichuan,451,1,104
2020-02-13,Mainland China,Tianjin,119,3,21
2020-02-13,Mainland China,Xinjiang,63,1,6
2020-02-13,Mainland China,Yunnan,156,0,27
2020-02-13,Mainland China,Zhejiang,1145,0,360
2020-02-15,Mainland China,Qinghai,18,0,13
2020-02-16,Macau,Macau,20,0,10
2020-02-17,Australia,South Australia,4,0,4
2020-02-17,Canada,British Columbia,10,0,0
2020-02-17,Hong Kong,Hong Kong,60,1,2
2020-02-17,Mainland China,Anhui,973,6,280
2020-02-17,Mainland China,Beijing,381,4,114
2020-02-17,Mainland China,Chongqing,553,5,225
2020-02-17,Mainland China,Fujian,290,0,90
2020-02-17,Mainland China,Gansu,91,2,58
2020-02-17,Mainland China,Guangdong,1322,4,524
2020-02-17,Mainland China,Guangxi,238,2,53
2020-02-17,Mainland China,Guizhou,146,1,57
2020-02-17,Mainland China,Hainan,163,4,59
2020-02-17,Mainland China,Hebei,301,3,122
2020-02-17,Mainland China,Heilongjiang,457,11,85
2020-02-17,Mainland China,Henan,1246,16,509
2020-02-17,Mainland China,Hubei,59989,1789,7862
2020-02-17,Mainland China,Hunan,1006,3,498
2020-02-17,Mainland China,Inner Mongolia,72,0,8
2020-02-17,Mainland China,Jiangsu,626,0,258
2020-02-17,Mainland China,Jiangxi,930,1,275
2020-02-17,Mainland China,Jilin,89,1,34
2020-02-17,Mainland China,Liaoning,121,1,43
2020-02-17,Mainland China,Ningxia,70,0,35
2020-02-17,Mainland China,Shaanxi,240,0,79
2020-02-17,Mainland China,Shandong,541,2,191
2020-02-17,Mainland China,Shanghai,333,1,161
2020-02-17,Mainland China,Shanxi,130,0,53
2020-02-17,Mainland China,Sichuan,495,3,156
2020-02-17,Mainland China,Tianjin,125,3,46
2020-02-17,Mainland China,Xinjiang,75,1,12
2020-02-17,Mainland China,Yunnan,171,0,47
2020-02-17,Mainland China,Zhejiang,1171,0,507
2020-02-17,Others,Diamond Princess cruise ship,454,0,0
2020-02-17,Taiwan,Taiwan,44,2,4
2020-02-18,Hong Kong,Hong Kong,62,1,2
2020-02-18,Mainland China,Anhui,982,6,361
2020-02-18,Mainland China,Beijing,387,4,122
2020-02-18,Mainland China,Chongqing,555,5,254
2020-02-18,Mainland China,Fujian,292,0,93
2020-02-18,Mainland China,Gansu,91,2,62
2020-02-18,Mainland China,Guangdong,1328,4,565
2020-02-18,Mainland China,Guangxi,242,2,69
2020-02-18,Mainland China,Guizhou,146,2,66
2020-02-18,Mainland China,Hainan,163,4,79
2020-02-18,Mainland China,Hebei,306,4,136
2020-02-18,Mainland China,Heilongjiang,464,11,111
2020-02-18,Mainland China,Henan,1257,19,522
2020-02-18,Mainland China,Hubei,61682,1921,9128
2020-02-18,Mainland China,Hunan,1007,4,527
2020-02-18,Mainland China,Inner Mongolia,73,0,8
2020-02-18,Mainland China,Jiangsu,629,0,280
2020-02-18,Mainland China,Jiangxi,933,1,310
2020-02-18,Mainland China,Jilin,89,1,36
2020-02-18,Mainland China,Liaoning,121,1,53
2020-02-18,Mainland China,Ningxia,70,0,42
2020-02-18,Mainland China,Qinghai,18,0,15
2020-02-18,Mainland China,Shaanxi,240,0,89
2020-02-18,Mainland China,Shandong,543,3,211
2020-02-18,Mainland China,Shanghai,333,1,177
2020-02-18,Mainland China,Shanxi,131,0,61
2020-02-18,Mainland China,Sichuan,508,3,169
2020-02-18,Mainland China,Tianjin,128,3,48
2020-02-18,Mainland China,Xinjiang,76,1,12
2020-02-18,Mainland China,Yunnan,172,0,57
2020-02-18,Mainland China,Zhejiang,1172,0,535
2020-02-18,Others,Diamond Princess cruise ship,542,0,0
2020-02-21,Mainland China,Qinghai,180,0,180
2020-02-23,China,Qinghai,522,0,522
2020-02-23,China,Tibet,29,0,29
2020-02-27,Macau,Macau,20,0,16
2020-02-27,Mainland China,Guizhou,146,2,112
2020-02-28,US,Unassigned Location (From Diamond Princess),44,0,0
2020-02-29,Australia,From Diamond Princess,0,0,0
2020-02-29,Australia,Queensland,18,0,2
2020-02-29,Australia,South Australia,9,0,6
2020-02-29,Australia,Victoria,7,0,4
2020-02-29,Canada,British Columbia,16,0,6
2020-02-29,Mainland China,Ningxia,73,0,69
2020-02-29,Others,Diamond Princess cruise ship,705,6,10
2020-03-01,Australia,New South Wales,12,0,8
2020-03-01,Australia,Western Australia,8,4,0
2020-03-01,Hong Kong,Hong Kong,96,2,36
2020-03-01,Mainland China,Anhui,990,6,873
2020-03-01,Mainland China,Beijing,413,8,276
2020-03-01,Mainland China,Chongqing,576,6,450
2020-03-01,Mainland China,Fujian,296,1,247
2020-03-01,Mainland China,Gansu,91,2,84
2020-03-01,Mainland China,Guangdong,1349,7,1016
2020-03-01,Mainland China,Guangxi,252,2,181
2020-03-01,Mainland China,Hainan,168,5,149
2020-03-01,Mainland China,Hebei,318,6,294
2020-03-01,Mainland China,Heilongjiang,480,13,342
2020-03-01,Mainland China,Henan,1272,22,1198
2020-03-01,Mainland China,Hubei,66907,2761,31536
2020-03-01,Mainland China,Hunan,1018,4,866
2020-03-01,Mainland China,Inner Mongolia,75,0,52
2020-03-01,Mainland China,Jiangsu,631,0,536
2020-03-01,Mainland China,Jiangxi,935,1,831
2020-03-01,Mainland China,Jilin,93,1,78
2020-03-01,Mainland China,Liaoning,244,2,206
2020-03-01,Mainland China,Shaanxi,245,1,208
2020-03-01,Mainland China,Shandong,758,6,443
2020-03-01,Mainland China,Shanghai,337,3,290
2020-03-01,Mainland China,Shanxi,133,0,116
2020-03-01,Mainland China,Sichuan,538,3,365
2020-03-01,Mainland China,Tianjin,272,6,222
2020-03-01,Mainland China,Xinjiang,76,3,64
2020-03-01,Mainland China,Yunnan,174,2,163
2020-03-01,Mainland China,Zhejiang,1205,1,1046
2020-03-01,Taiwan,Taiwan,40,1,9
2020-03-02,Australia,Tasmania,6,0,0
2020-03-02,Australia,Victoria,18,0,8
2020-03-02,Hong Kong,Hong Kong,100,2,36
2020-03-02,Mainland China,Anhui,990,6,917
2020-03-02,Mainland China,Beijing,414,8,282
2020-03-02,Mainland China,Chongqing,576,6,469
2020-03-02,Mainland China,Fujian,296,1,255
2020-03-02,Mainland China,Gansu,91,2,85
2020-03-02,Mainland China,Guangdong,1350,7,1059
2020-03-02,Mainland China,Guangxi,252,2,192
2020-03-02,Mainland China,Guizhou,730,10,570
2020-03-02,Mainland China,Hainan,168,5,151
2020-03-02,Mainland China,Hebei,318,6,296
2020-03-02,Mainland China,Heilongjiang,480,13,356
2020-03-02,Mainland China,Henan,1272,22,1205
2020-03-02,Mainland China,Hubei,67103,2803,33934
2020-03-02,Mainland China,Hunan,1018,4,887
2020-03-02,Mainland China,Inner Mongolia,75,0,54
2020-03-02,Mainland China,Jiangsu,631,0,543
2020-03-02,Mainland China,Jiangxi,935,1,850
2020-03-02,Mainland China,Jilin,186,2,166
2020-03-02,Mainland China,Ningxia,148,0,138
2020-03-02,Mainland China,Shaanxi,490,2,432
2020-03-02,Mainland China,Shandong,758,6,460
2020-03-02,Mainland China,Shanghai,337,3,292
2020-03-02,Mainland China,Shanxi,133,0,119
2020-03-02,Mainland China,Sichuan,538,3,386
2020-03-02,Mainland China,Xinjiang,76,3,66
2020-03-02,Mainland China,Yunnan,174,2,168
2020-03-02,Mainland China,Zhejiang,1206,1,1069
2020-03-02,Others,Diamond Princess cruise ship,705,6,10
2020-03-02,Taiwan,Taiwan,41,1,12
2020-03-02,US,Unassigned Location (From Diamond Princess),360,0,0
2020-03-03,Australia,New South Wales,13,0,4
2020-03-03,Australia,Queensland,22,0,2
2020-03-03,Canada,British Columbia,9,0,3
2020-03-03,Hong Kong,Hong Kong,100,2,37
2020-03-03,Macau,Macau,30,0,27
2020-03-03,Mainland China,Anhui,990,6,936
2020-03-03,Mainland China,Beijing,414,8,288
2020-03-03,Mainland China,Chongqing,576,6,490
2020-03-03,Mainland China,Fujian,296,1,260
2020-03-03,Mainland China,Gansu,91,2,86
2020-03-03,Mainland China,Guangdong,1350,7,1101
2020-03-03,Mainland China,Guangxi,252,2,202
2020-03-03,Mainland China,Hainan,168,5,155
2020-03-03,Mainland China,Hebei,318,6,300
2020-03-03,Mainland China,Heilongjiang,480,13,366
2020-03-03,Mainland China,Henan,1272,22,1231
2020-03-03,Mainland China,Hubei,67217,2835,36208
2020-03-03,Mainland China,Hunan,1018,4,906
2020-03-03,Mainland China,Inner Mongolia,75,1,59
2020-03-03,Mainland China,Jiangsu,631,0,562
2020-03-03,Mainland China,Jiangxi,935,1,870
2020-03-03,Mainland China,Liaoning,500,4,424
2020-03-03,Mainland China,Shandong,758,6,511
2020-03-03,Mainland China,Shanghai,338,3,294
2020-03-03,Mainland China,Shanxi,266,0,248
2020-03-03,Mainland China,Sichuan,538,3,394
2020-03-03,Mainland China,Tianjin,272,6,248
2020-03-03,Mainland China,Xinjiang,76,3,68
2020-03-03,Mainland China,Yunnan,522,6,507
2020-03-03,Mainland China,Zhejiang,1213,1,1093
2020-03-03,Others,Diamond Princess cruise ship,2118,18,30
2020-03-03,Taiwan,Taiwan,84,2,24
2020-03-04,Australia,New South Wales,44,2,8
2020-03-04,Australia,Northern Territory,2,0,0
2020-03-04,Australia,South Australia,10,0,4
2020-03-04,Australia,Victoria,10,0,4
2020-03-04,Canada,British Columbia,12,0,3
2020-03-04,Hong Kong,Hong Kong,105,2,37
2020-03-04,Mainland China,Anhui,990,6,956
2020-03-04,Mainland China,Beijing,836,16,594
2020-03-04,Mainland China,Chongqing,576,6,502
2020-03-04,Mainland China,Fujian,296,1,270
2020-03-04,Mainland China,Gansu,91,2,87
2020-03-04,Mainland China,Guangdong,1350,7,1133
2020-03-04,Mainland China,Guangxi,252,2,210
2020-03-04,Mainland China,Hainan,168,5,158
2020-03-04,Mainland China,Hebei,318,6,301
2020-03-04,Mainland China,Heilongjiang,480,13,373
2020-03-04,Mainland China,Henan,1272,22,1234
2020-03-04,Mainland China,Hubei,67332,2871,38557
2020-03-04,Mainland China,Hunan,1018,4,916
2020-03-04,Mainland China,Inner Mongolia,75,1,63
2020-03-04,Mainland China,Jiangsu,631,0,577
2020-03-04,Mainland China,Jiangxi,935,1,884
2020-03-04,Mainland China,Jilin,93,1,86
2020-03-04,Mainland China,Ningxia,150,0,138
2020-03-04,Mainland China,Shaanxi,245,1,223
2020-03-04,Mainland China,Shandong,758,6,516
2020-03-04,Mainland China,Shanghai,338,3,298
2020-03-04,Mainland China,Sichuan,538,3,406
2020-03-04,Mainland China,Xinjiang,76,3,69
2020-03-04,Mainland China,Zhejiang,1213,1,1114
2020-03-05,Australia,Queensland,39,0,24
2020-03-05,Australia,Victoria,20,0,14
2020-03-05,Australia,Western Australia,12,4,0
2020-03-05,Canada,British Columbia,13,0,3
2020-03-05,Hong Kong,Hong Kong,105,2,43
2020-03-05,Mainland China,Anhui,990,6,970
2020-03-05,Mainland China,Chongqing,576,6,512
2020-03-05,Mainland China,Fujian,296,1,277
2020-03-05,Mainland China,Gansu,102,2,87
2020-03-05,Mainland China,Guangdong,1351,7,1181
2020-03-05,Mainland China,Guangxi,252,2,214
2020-03-05,Mainland China,Hainan,504,18,474
2020-03-05,Mainland China,Hebei,318,6,304
2020-03-05,Mainland China,Heilongjiang,481,13,379
2020-03-05,Mainland China,Henan,1272,22,1239
2020-03-05,Mainland China,Hubei,67466,2902,40592
2020-03-05,Mainland China,Hunan,1018,4,938
2020-03-05,Mainland China,Inner Mongolia,150,2,130
2020-03-05,Mainland China,Jiangsu,631,0,583
2020-03-05,Mainland China,Jiangxi,935,1,901
2020-03-05,Mainland China,Jilin,93,1,88
2020-03-05,Mainland China,Shaanxi,245,1,224
2020-03-05,Mainland China,Shandong,758,6,578
2020-03-05,Mainland China,Shanghai,339,3,303
2020-03-05,Mainland China,Shanxi,532,0,504
2020-03-05,Mainland China,Sichuan,539,3,425
2020-03-05,Mainland China,Tianjin,544,12,512
2020-03-05,Mainland China,Xinjiang,76,3,70
2020-03-05,Mainland China,Zhejiang,1215,1,1124
2020-03-05,Taiwan,Taiwan,44,1,12
2020-03-06,Australia,New South Wales,26,1,4
2020-03-06,Australia,Northern Territory,0,0,0
2020-03-06,Australia,South Australia,35,0,10
2020-03-06,Canada,British Columbia,21,0,3
2020-03-06,Hong Kong,Hong Kong,107,2,46
2020-03-06,Macau,Macau,40,0,40
2020-03-06,Mainland China,Anhui,1980,12,1958
2020-03-06,Mainland China,Beijing,422,8,299
2020-03-06,Mainland China,Chongqing,576,6,513
2020-03-06,Mainland China,Fujian,296,1,284
2020-03-06,Mainland China,Gansu,119,2,87
2020-03-06,Mainland China,Guangdong,1352,7,1216
2020-03-06,Mainland China,Guangxi,252,2,217
2020-03-06,Mainland China,Hebei,318,6,305
2020-03-06,Mainland China,Heilongjiang,481,13,396
2020-03-06,Mainland China,Henan,1272,22,1244
2020-03-06,Mainland China,Hubei,67592,2931,42033
2020-03-06,Mainland China,Hunan,1018,4,955
2020-03-06,Mainland China,Jiangsu,631,0,594
2020-03-06,Mainland China,Jiangxi,935,1,909
2020-03-06,Mainland China,Jilin,279,3,270
2020-03-06,Mainland China,Ningxia,375,0,355
2020-03-06,Mainland China,Shaanxi,490,2,452
2020-03-06,Mainland China,Shandong,758,6,618
2020-03-06,Mainland China,Shanghai,342,3,306
2020-03-06,Mainland China,Sichuan,539,3,442
2020-03-06,Mainland China,Xinjiang,76,3,71
2020-03-06,Mainland China,Yunnan,870,10,850
